Date/Time From,Date/Time To,App Registrations,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Active Devices,Bluetooth Active (24hr)
19/05/2020 12:00,20/05/2020 12:00,"92,595",,,"1,407",0,,
20/05/2020 12:00,21/05/2020 12:00,"143,405","5,800","11,411","11,411",0,,
21/05/2020 12:00,22/05/2020 12:00,"57,000","4,892","23,561","23,561",0,,
22/05/2020 12:00,23/05/2020 12:00,"31,000","1,528","30,275","30,275",0,,
23/05/2020 12:00,24/05/2020 12:00,"30,000",,,"31,444",0,,
24/05/2020 12:00,25/05/2020 12:00,"26,000",,,"29,426",0,,
25/05/2020 12:00,26/05/2020 12:00,"25,000","3,330",,"31,629",0,,
26/05/2020 12:00,27/05/2020 12:00,"17,000","1,510",,"36,794",0,,
27/05/2020 12:00,28/05/2020 12:00,"14,000","1,200",,"39,216",0,,
28/05/2020 12:00,29/05/2020 12:00,"10,000","1,270",,"43,473",0,,
29/05/2020 12:00,30/05/2020 12:00,"12,000",,,"48,091",0,,
30/05/2020 12:00,31/05/2020 12:00,"10,000","1,097","10,679","51,353",0,,
31/05/2020 12:00,1/06/2020 12:00,"8,000",,,"41,061",0,,
1/06/2020 12:00,2/06/2020 12:00,"6,000",588,301,"41,382",0,,
2/06/2020 12:00,3/06/2020 12:00,"5,000","2,797",,"39,801",0,,
3/06/2020 12:00,4/06/2020 12:00,"8,000",,,"43,562",0,,
4/06/2020 12:00,5/06/2020 12:00,"6,000","8,061","4,805","45,368",0,,
5/06/2020 12:00,6/06/2020 12:00,"10,645",,,"49,272",0,,
6/06/2020 12:00,7/06/2020 12:00,"5,355",,,"50,110",0,,
7/06/2020 12:00,8/06/2020 12:00,"5,000","5,431","2,722","47,585",0,,
8/06/2020 12:00,9/06/2020 12:00,"13,000","3,199","1,227","43,688",0,,
9/06/2020 12:00,10/06/2020 12:00,"6,000","2,619",805,"41,358",0,,
10/06/2020 12:00,11/06/2020 12:00,"5,000","1,778",368,"40,404",0,,
11/06/2020 12:00,12/06/2020 12:00,"4,000","1,600",193,"36,798",0,,
12/06/2020 12:00,13/06/2020 12:00,"2,000",777,330,"30,559",0,,
13/06/2020 12:00,14/06/2020 12:00,"2,000",358,171,"26,429",0,,
14/06/2020 12:00,15/06/2020 12:00,"3,000","1,038",435,"26,643",0,,
15/06/2020 12:00,16/06/2020 12:00,"1,000","3,480","1,877","27,261",0,,
16/06/2020 12:00,17/06/2020 12:00,"4,000","4,199","1,729","33,006",0,,
17/06/2020 12:00,18/06/2020 12:00,"3,000","3,136",975,"35,471",0,,
18/06/2020 12:00,19/06/2020 12:00,"4,000","2,491",815,"34,190",0,,
19/06/2020 12:00,20/06/2020 12:00,"2,000",878,352,"24,013",0,,
20/06/2020 12:00,21/06/2020 12:00,"2,000",103,61,"15,887",0,,
21/06/2020 12:00,22/06/2020 12:00,"3,000",516,180,"18,053",0,,
22/06/2020 12:00,23/06/2020 12:00,"1,000","10,081",259,"19,599",0,,
23/06/2020 12:00,24/06/2020 12:00,"2,000",790,212,"19,166",0,"12,169",
24/06/2020 12:00,25/06/2020 12:00,"1,000",284,118,"17,782",0,"13,146",
25/06/2020 12:00,26/06/2020 12:00,"1,000",316,97,"16,176",0,"11,988",
26/06/2020 12:00,27/06/2020 12:00,"1,000",138,58,"12,096",0,"9,009",
27/06/2020 12:00,28/06/2020 12:00,"1,000",31,19,"9,925",0,"7,329",
28/06/2020 12:00,29/06/2020 12:00,"1,000",,,"11,887",0,"9,336",
29/06/2020 12:00,30/06/2020 12:00,"1,000",460,189,"12,878",0,"9,692",
30/06/2020 12:00,1/07/2020 12:00,"1,000",150,48,"12,917",0,"9,676",
1/07/2020 12:00,2/07/2020 12:00,"1,000",228,87,"12,244",0,"9,175",
2/07/2020 12:00,3/07/2020 12:00,500,97,41,"13,197",0,"8,867",
3/07/2020 12:00,4/07/2020 12:00,500,61,28,"9,985",0,"6,838",
4/07/2020 12:00,5/07/2020 12:00,800,25,13,"7,966",0,"5,399",
5/07/2020 12:00,6/07/2020 12:00,,,,"12,549",0,"6,842",
6/07/2020 12:00,7/07/2020 12:00,"1,200",753,108,"13,759",0,"7,153",
7/07/2020 12:00,8/07/2020 12:00,"1,000",134,33,"14,858",0,"7,330",
8/07/2020 12:00,9/07/2020 12:00,"1,000",131,46,"16,310",0,"7,528",
9/07/2020 12:00,10/07/2020 12:00,700,104,52,"17,564",0,"7,491",
10/07/2020 12:00,11/07/2020 12:00,,,,"14,737",0,"6,039",
11/07/2020 12:00,12/07/2020 12:00,,,,"12,079",0,"4,800",
12/07/2020 12:00,13/07/2020 12:00,"1,300",105,58,"14,403",0,"5,982",
13/07/2020 12:00,14/07/2020 12:00,,,,"17,100",0,"6,959",
14/07/2020 12:00,15/07/2020 12:00,"2,000",364,156,"18,663",0,"7,156",
15/07/2020 12:00,16/07/2020 12:00,"11,000",882,431,"25,720",0,"9,937",
16/07/2020 12:00,17/07/2020 12:00,"4,500",682,357,"31,928",0,"11,907",
17/07/2020 12:00,18/07/2020 12:00,,,,"27,267",0,"9,746",
18/07/2020 12:00,19/07/2020 12:00,,,,"22,252",0,"7,823",
19/07/2020 12:00,20/07/2020 12:00,"3,900",411,225,"24,049",0,"8,916",
20/07/2020 12:00,21/07/2020 12:00,900,227,111,"25,079",0,"9,135",
21/07/2020 12:00,22/07/2020 12:00,900,188,88,"23,687",0,"8,730",
22/07/2020 12:00,23/07/2020 12:00,800,145,83,"24,162",0,"17,791",
23/07/2020 12:00,24/07/2020 12:00,800,206,87,"24,078",0,"17,615",
24/07/2020 12:00,25/07/2020 12:00,,,,"21,129",0,"15,500",
25/07/2020 12:00,26/07/2020 12:00,,,,"17,980",0,"13,074",
26/07/2020 12:00,27/07/2020 12:00,"1,200",120,60,"20,091",0,"15,041",
27/07/2020 12:00,28/07/2020 12:00,500,108,51,"21,466",0,"15,722",
28/07/2020 12:00,29/07/2020 12:00,500,151,47,"22,036",5,"16,139",
29/07/2020 12:00,30/07/2020 12:00,400,"1,239",36,"22,130",28,"16,060",
30/07/2020 12:00,31/07/2020 12:00,"1,000",121,41,"21,105","3,591","15,269",
31/07/2020 12:00,1/08/2020 12:00,,,,"17,475","6,226","12,434",
1/08/2020 12:00,2/08/2020 12:00,,,,"16,428","7,922","11,466",
2/08/2020 12:00,3/08/2020 12:00,"4,000",252,137,"19,402","6,866","13,905",
3/08/2020 12:00,4/08/2020 12:00,"1,500",269,96,"21,568","7,493","15,135",
4/08/2020 12:00,5/08/2020 12:00,"2,800",408,205,"25,254","10,269","17,702",
5/08/2020 12:00,6/08/2020 12:00,"6,400",942,542,"32,169","28,747","22,353",
6/08/2020 12:00,7/08/2020 12:00,"4,300","1,945",456,"37,806","22,672","25,533",
7/08/2020 12:00,8/08/2020 12:00,,,,"33,792","18,862","22,898",
8/08/2020 12:00,9/08/2020 12:00,,,,"29,357","16,784","19,825",
9/08/2020 12:00,10/08/2020 12:00,"5,000",703,342,"30,663","14,713","21,764",
10/08/2020 12:00,11/08/2020 12:00,"1,600",664,189,"33,283","14,842","23,030",
11/08/2020 12:00,12/08/2020 12:00,"105,000","13,932","7,486","147,716","127,453","101,234",
12/08/2020 12:00,13/08/2020 12:00,"233,200","37,295","19,916","452,641","190,504","247,810",
13/08/2020 12:00,14/08/2020 12:00,"186,600","32,736","15,423","833,275","180,634","394,899",
14/08/2020 12:00,15/08/2020 12:00,"130,400","14,926","6,351","982,418","156,551","447,043",
15/08/2020 12:00,16/08/2020 12:00,"71,000","7,025","2,656","897,807","102,839","412,493",
16/08/2020 12:00,17/08/2020 12:00,"68,100","16,761","7,762","977,519","101,103","481,598",
17/08/2020 12:00,18/08/2020 12:00,"56,700","23,831","7,749","1,130,847","96,372","530,093",
18/08/2020 12:00,19/08/2020 12:00,"57,100","32,040","5,890","1,242,893","97,203","564,225",
19/08/2020 12:00,20/08/2020 12:00,"70,400","26,187","6,142","1,433,034","95,562","627,665",
20/08/2020 12:00,21/08/2020 12:00,"48,100","11,226","2,713","1,596,685","84,634","662,617",
21/08/2020 12:00,22/08/2020 12:00,"37,400","5,668","1,305","1,613,539","78,320","693,138",
22/08/2020 12:00,23/08/2020 12:00,"32,000","1,489",439,"1,427,246","65,951","631,204",
23/08/2020 12:00,24/08/2020 12:00,"31,300","5,130","1,400","1,418,626","63,703","664,918",
24/08/2020 12:00,25/08/2020 12:00,"44,600","4,991",977,"1,537,381","69,445","701,100",
25/08/2020 12:00,26/08/2020 12:00,"28,700","4,062",712,"1,647,297","65,433","740,358",
26/08/2020 12:00,27/08/2020 12:00,"34,400","3,681",731,"1,748,994","68,143","773,863",
27/08/2020 12:00,28/08/2020 12:00,"25,400","5,640",634,"1,801,862","62,210","786,779",
28/08/2020 12:00,29/08/2020 12:00,"10,700","1,325",122,"1,852,088","58,141","800,732",
29/08/2020 12:00,30/08/2020 12:00,"21,700","1,249",229,"1,590,748","47,831","713,879",
30/08/2020 12:00,31/08/2020 12:00,"45,500","6,082","1,866","1,772,243","60,868","830,505",
31/08/2020 12:00,1/09/2020 12:00,"36,500","2,079",403,"2,138,831","75,429","909,813",
1/09/2020 12:00,2/09/2020 12:00,"27,400","6,262",996,"2,184,509","71,267","926,782",
2/09/2020 12:00,3/09/2020 12:00,"23,700","3,111",482,"2,318,629","71,561","966,795",
3/09/2020 12:00,4/09/2020 12:00,"20,000","2,794",397,"2,412,880","67,715","980,014",
4/09/2020 12:00,5/09/2020 12:00,"12,800",684,84,"2,509,514","67,834","999,525",
5/09/2020 12:00,6/09/2020 12:00,"18,600",740,139,"2,234,468","55,398","906,369",
6/09/2020 12:00,7/09/2020 12:00,"20,200","1,840",348,"2,032,993","52,677","906,313",
7/09/2020 12:00,8/09/2020 12:00,"10,900","2,136",243,"2,070,616","51,374","912,710",
8/09/2020 12:00,9/09/2020 12:00,"10,400","1,674",199,"2,098,333","55,721","916,476",
9/09/2020 12:00,10/09/2020 12:00,"10,600","1,494",184,"2,135,053","62,424","920,990",
10/09/2020 12:00,11/09/2020 12:00,"9,400","1,611",179,"2,215,578","57,151","939,965",
11/09/2020 12:00,12/09/2020 12:00,"4,000",358,41,"2,045,714","52,898","870,464",
12/09/2020 12:00,13/09/2020 12:00,"8,700",470,56,"1,754,649","43,056","753,980",
13/09/2020 12:00,14/09/2020 12:00,"10,918","1,131",207,"1,632,141","44,914","743,107",
14/09/2020 12:00,15/09/2020 12:00,"7,282","1,590",155,"1,590,278","46,355","721,328",
15/09/2020 12:00,16/09/2020 12:00,"6,400","3,160",119,"1,691,362","44,208","747,640",
16/09/2020 12:00,17/09/2020 12:00,"6,100","2,153",138,"1,727,487","44,431","755,486",
17/09/2020 12:00,18/09/2020 12:00,"5,400","1,248",102,"1,727,698","43,431","747,912",
18/09/2020 12:00,19/09/2020 12:00,0,0,0,"1,717,690","38,983","735,822",
19/09/2020 12:00,20/09/2020 12:00,0,0,0,"1,540,306","32,678","666,502",
20/09/2020 12:00,21/09/2020 12:00,"14,500","1,723",172,"1,441,958","33,814","672,636",
21/09/2020 12:00,22/09/2020 12:00,"3,800",982,100,"1,342,936","34,714","634,998",
22/09/2020 12:00,23/09/2020 12:00,"3,200",893,86,"1,182,778","34,300","567,223",
23/09/2020 12:00,24/09/2020 12:00,"3,400",915,77,"1,160,049","34,974","555,593",
24/09/2020 12:00,25/09/2020 12:00,"13,000",987,81,"1,190,245","41,140","554,380",
25/09/2020 12:00,26/09/2020 12:00,,,,"1,222,948","40,585","556,310",
26/09/2020 13:00,27/09/2020 13:00,,,,"1,068,564","33,305","484,371",
27/09/2020 13:00,28/09/2020 13:00,"9,000","1,664",180,"1,000,156","30,202","480,492",
28/09/2020 13:00,29/09/2020 13:00,"2,300",866,68,"1,000,706","30,455","476,854",
29/09/2020 13:00,30/09/2020 13:00,"2,000","1,469",92,"1,032,568","31,246","488,171",
30/09/2020 13:00,1/10/2020 13:00,"2,000","1,067",62,"1,033,532","31,190","486,281",
1/10/2020 13:00,2/10/2020 13:00,"2,000",906,66,"1,048,077","31,816","483,427",
2/10/2020 13:00,3/10/2020 13:00,900,237,27,"1,018,818","30,267","465,220",
3/10/2020 13:00,4/10/2020 13:00,"1,800",298,26,"865,696","25,454","411,990",
4/10/2020 13:00,5/10/2020 13:00,"2,800",983,66,"879,504","26,468","430,658",
5/10/2020 13:00,6/10/2020 13:00,"2,000",991,52,"930,913","30,458","445,183",
6/10/2020 13:00,7/10/2020 13:00,"1,100",812,56,"931,114","27,730","443,542",
7/10/2020 13:00,8/10/2020 13:00,"1,400",716,34,"883,413","27,980","424,193",
8/10/2020 13:00,9/10/2020 13:00,"1,300",919,55,"850,373","28,162","405,512",
9/10/2020 13:00,10/10/2020 13:00,"1,400",199,14,"813,499","26,862","389,153",
10/10/2020 13:00,11/10/2020 13:00,700,199,25,"661,270","21,871","336,633",
11/10/2020 13:00,12/10/2020 13:00,900,725,61,"651,165","23,011","341,519",
12/10/2020 13:00,13/10/2020 13:00,900,726,54,"648,450","23,830","334,891",
13/10/2020 13:00,14/10/2020 13:00,800,632,40,"686,083","24,264","346,758",
14/10/2020 13:00,15/10/2020 13:00,800,712,57,"667,026","23,931","338,603",
15/10/2020 13:00,16/10/2020 13:00,700,678,40,"664,629","23,301","335,379",
16/10/2020 13:00,17/10/2020 13:00,600,115,3,"685,973","22,723","351,370",
17/10/2020 13:00,18/10/2020 13:00,700,259,22,"507,853","17,751","276,278",
18/10/2020 13:00,19/10/2020 13:00,"1,200",651,42,"531,203","27,172","285,026",
19/10/2020 13:00,20/10/2020 13:00,600,673,50,"571,889","23,079","297,398",
20/10/2020 13:00,21/10/2020 13:00,700,610,45,"589,871","23,386","302,897",
21/10/2020 13:00,22/10/2020 13:00,"1,500",940,53,"659,093","34,105","331,599",
22/10/2020 13:00,23/10/2020 13:00,"2,900","1,048",68,"801,858","39,659","383,649",
23/10/2020 13:00,24/10/2020 13:00,"4,800",332,40,"1,009,392","58,636","461,094",
24/10/2020 13:00,25/10/2020 13:00,"4,000",383,32,"884,241","37,024","414,126",
25/10/2020 13:00,26/10/2020 13:00,"2,300",224,25,"716,933","28,827","356,442",
26/10/2020 13:00,27/10/2020 13:00,"2,800",919,86,"781,470","29,977","391,955",
27/10/2020 13:00,28/10/2020 13:00,"1,400",873,63,"833,970","30,477","407,609",
28/10/2020 13:00,29/10/2020 13:00,900,342,23,"821,192","28,710","399,927",
29/10/2020 13:00,30/10/2020 13:00,"1,100","2,028",79,"831,661","29,957","399,422",
30/10/2020 13:00,31/10/2020 13:00,700,396,19,"789,579","26,668","379,339",
31/10/2020 13:00,1/11/2020 13:00,"1,000",678,31,"620,472","23,179","318,968",
1/11/2020 13:00,2/11/2020 13:00,900,886,81,"652,280","22,366","338,274",
2/11/2020 13:00,3/11/2020 13:00,"1,200",864,89,"705,364","28,309","356,540",
3/11/2020 13:00,4/11/2020 13:00,"1,900","1,144",76,"786,483","32,340","388,506",
4/11/2020 13:00,5/11/2020 13:00,"1,825",304,24,"779,363","30,253","388,082",
5/11/2020 13:00,6/11/2020 13:00,"1,075","1,635",101,"791,581","27,544","387,718",
6/11/2020 13:00,7/11/2020 13:00,800,187,15,"821,200","29,611","388,484",
7/11/2020 13:00,8/11/2020 13:00,"1,100",295,24,"683,651","24,851","337,631",
8/11/2020 13:00,9/11/2020 13:00,"2,400",916,79,"732,384","34,132","369,357",
9/11/2020 13:00,10/11/2020 13:00,"1,711","1,183",72,"785,744","30,907","389,794",
10/11/2020 13:00,11/11/2020 13:00,"1,051",832,49,"800,548","27,638","392,149",
11/11/2020 13:00,12/11/2020 13:00,"1,138",931,52,"816,844","27,320","394,755",
12/11/2020 13:00,13/11/2020 13:00,"6,100","1,654",136,"1,055,844","58,012","488,294",
13/11/2020 13:00,14/11/2020 13:00,"2,700",367,34,"1,189,530","47,391","523,378",
14/11/2020 13:00,15/11/2020 13:00,"3,100",352,38,"1,004,796","34,938","460,816",
15/11/2020 13:00,16/11/2020 13:00,"3,200","1,149",103,"978,773","33,658","469,411",
16/11/2020 13:00,17/11/2020 13:00,"2,800","1,078",92,"1,019,949","34,304","482,552",
17/11/2020 13:00,18/11/2020 13:00,"2,200",984,70,"1,018,699","32,778","480,625",
18/11/2020 13:00,19/11/2020 13:00,"1,900","1,020",80,"1,024,815","31,323","480,886",
19/11/2020 13:00,20/11/2020 13:00,"2,300","1,102",63,"1,090,366","33,779","494,393",
20/11/2020 13:00,21/11/2020 13:00,"1,500",0,0,"1,071,269","31,395","479,784",
21/11/2020 13:00,22/11/2020 13:00,"1,200",0,0,"891,051","26,511","414,011",
22/11/2020 13:00,23/11/2020 13:00,"1,700","1,441",135,"869,695","25,488","422,397",
23/11/2020 13:00,24/11/2020 13:00,"1,300",267,22,"887,508","26,006","428,741",
24/11/2020 13:00,25/11/2020 13:00,"1,500","1,398",88,"847,903","29,461","423,462",
25/11/2020 13:00,26/11/2020 13:00,"1,400",909,54,"895,705","29,439","440,103",
26/11/2020 13:00,27/11/2020 13:00,"1,700",741,47,"940,347","30,972","447,271",
27/11/2020 13:00,28/11/2020 13:00,600,221,15,"909,835","29,456","421,681",
28/11/2020 13:00,29/11/2020 13:00,"1,200",262,25,"723,749","23,946","353,937",
29/11/2020 13:00,30/11/2020 13:00,"1,600",689,61,"715,865","23,704","367,113",
30/11/2020 13:00,1/12/2020 13:00,"1,200",699,66,"700,591","23,508","359,352",
1/12/2020 13:00,2/12/2020 13:00,"1,000",248,22,"709,860","22,702","367,175",
2/12/2020 13:00,3/12/2020 13:00,"1,000","1,166",74,"689,034","23,408","367,033",
3/12/2020 13:00,4/12/2020 13:00,"1,000",756,38,"688,691","22,981","354,406",
4/12/2020 13:00,5/12/2020 13:00,600,138,10,"639,690","22,135","325,398",
5/12/2020 13:00,6/12/2020 13:00,900,229,26,"515,188","17,980","275,902",
6/12/2020 13:00,7/12/2020 13:00,"1,000",560,42,"523,950","18,791","286,374",
7/12/2020 13:00,8/12/2020 13:00,800,508,39,"568,196","20,193","299,807",
8/12/2020 13:00,9/12/2020 13:00,400,172,17,"589,294","22,344","307,705",
9/12/2020 13:00,10/12/2020 13:00,,,,"595,270","24,152","318,903",
10/12/2020 13:00,11/12/2020 13:00,"3,500","1,112",85,"617,183","25,023","322,325",
11/12/2020 13:00,12/12/2020 13:00,"3,000",0,0,"587,022","28,082","299,901",
12/12/2020 13:00,13/12/2020 13:00,"2,000",696,67,"468,673","20,192","252,033",
13/12/2020 13:00,14/12/2020 13:00,"1,600",302,31,"509,036","21,367","275,298",
14/12/2020 13:00,15/12/2020 13:00,,,,"554,975","21,849","290,142",
15/12/2020 13:00,16/12/2020 13:00,"2,700","1,028",90,"570,406","23,668","295,860",
16/12/2020 13:00,17/12/2020 13:00,,,,"583,306","23,528","301,880",
17/12/2020 13:00,18/12/2020 13:00,"2,200",0,73,"585,912","22,922","297,201","351,430"
18/12/2020 13:00,19/12/2020 13:00,,,,"554,474","22,784","280,257","370,737"
19/12/2020 13:00,20/12/2020 13:00,"1,700",344,54,"461,592","18,344","240,690","380,108"
20/12/2020 13:00,21/12/2020 13:00,900,,,"519,622","21,150","268,954","390,749"
21/12/2020 13:00,22/12/2020 13:00,,,,"605,457","24,183","296,915",
22/12/2020 13:00,23/12/2020 13:00,"2,500","1,077",57,"615,943","24,223","299,364","416,493"
23/12/2020 13:00,24/12/2020 13:00,,,,"577,999","24,214","283,081",
24/12/2020 13:00,25/12/2020 13:00,"2,000",533,37,"223,398","11,682","141,071","426,021"
25/12/2020 13:00,26/12/2020 13:00,900,37,3,"170,465","7,482","102,079","411,617"
26/12/2020 13:00,27/12/2020 13:00,900,52,7,"307,734","12,913","173,399","418,880"
27/12/2020 13:00,28/12/2020 13:00,"1,000",63,5,"338,544","13,733","187,496","420,988"
28/12/2020 13:00,29/12/2020 13:00,"1,400",94,10,"412,311","18,132","220,731","428,521"
29/12/2020 13:00,30/12/2020 13:00,"1,300",156,14,"445,203","18,478","235,950","439,497"
30/12/2020 13:00,31/12/2020 13:00,"1,000",172,16,"446,104","18,501","236,166","447,060"
31/12/2020 13:00,1/01/2021 13:00,800,129,8,"309,168","14,416","182,271","451,582"
1/01/2021 13:00,2/01/2021 13:00,700,43,7,"278,535","11,495","166,682","446,841"
2/01/2021 13:00,3/01/2021 13:00,700,82,13,"330,248","13,720","189,924","453,751"
3/01/2021 13:00,4/01/2021 13:00,800,74,7,"327,680","14,104","187,948","457,881"
4/01/2021 13:00,5/01/2021 13:00,"1,300",128,20,"438,349","18,174","236,311","466,363"
5/01/2021 13:00,6/01/2021 13:00,"1,400",324,31,"500,376","21,655","262,933","481,515"
6/01/2021 13:00,7/01/2021 13:00,"1,500",462,30,"501,977","21,489","264,889","491,682"
7/01/2021 13:00,8/01/2021 13:00,"1,000",429,19,"506,489","19,942","265,919","498,802"
8/01/2021 13:00,9/01/2021 13:00,,,,"505,059","19,392","265,491",
9/01/2021 13:00,10/01/2021 13:00,"2,100",649,40,"394,332","15,598","223,806","507,388"
10/01/2021 13:00,11/01/2021 13:00,"1,100",205,23,"462,173","18,928","256,961","512,649"
11/01/2021 13:00,12/01/2021 13:00,"1,300",778,40,"518,882","20,660","279,268","521,231"
12/01/2021 13:00,13/01/2021 13:00,"1,300",895,59,"534,531","22,367","286,978","528,073"
13/01/2021 13:00,14/01/2021 13:00,"2,225",773,54,"574,565","27,048","309,516","538,827"
14/01/2021 13:00,15/01/2021 13:00,"1,995",815,49,"612,980","25,417","324,790","549,320"
15/01/2021 13:00,16/01/2021 13:00,"1,610",703,38,"590,310","24,760","311,248","555,824"
16/01/2021 13:00,17/01/2021 13:00,"1,466",175,21,"486,018","20,152","271,393","560,159"
17/01/2021 13:00,18/01/2021 13:00,"1,019",349,35,"548,084","22,524","305,225","566,272"
18/01/2021 13:00,19/01/2021 13:00,"3,598",837,55,"644,202","26,661","344,202","583,527"
19/01/2021 13:00,20/01/2021 13:00,"2,057","1,027",51,"654,463","25,586","347,391","592,212"
20/01/2021 13:00,21/01/2021 13:00,"1,890",824,49,"655,532","24,125","349,823","598,638"
21/01/2021 13:00,22/01/2021 13:00,"1,528",869,57,"658,453","24,024","348,232","602,697"
22/01/2021 13:00,23/01/2021 13:00,"1,510",795,37,"634,689","23,833","331,225","605,016"
23/01/2021 13:00,24/01/2021 13:00,"1,400",218,17,"521,035","20,487","287,715","605,751"
24/01/2021 13:00,25/01/2021 13:00,"16,226",905,114,"816,687","93,759","461,275","767,765"
25/01/2021 13:00,26/01/2021 13:00,"20,376","2,346",231,"1,071,807","63,414","557,435","859,369"
26/01/2021 13:00,27/01/2021 13:00,"9,796","2,150",155,"1,075,869","51,541","549,102","830,621"
27/01/2021 13:00,28/01/2021 13:00,"8,912","2,125",166,"1,157,334","68,167","613,262","936,585"
28/01/2021 13:00,29/01/2021 13:00,"12,777","3,084",169,"1,290,619","62,786","639,025","974,704"
29/01/2021 13:00,30/01/2021 13:00,"8,096","2,044",155,"1,278,866","54,268","619,131","981,792"
30/01/2021 13:00,31/01/2021 13:00,"4,792",639,84,"1,028,118","40,983","542,329","919,035"
31/01/2021 13:00,1/02/2021 13:00,"3,289",610,74,"922,672","35,018","490,794","915,542"
1/02/2021 13:00,2/02/2021 13:00,"2,834","1,005",98,"1,009,728","36,745","524,992","919,144"
2/02/2021 13:00,3/02/2021 13:00,"2,687","2,014",128,"1,044,780","37,236","539,091","924,263"
3/02/2021 13:00,4/02/2021 13:00,"2,201","1,522",97,"1,020,572","36,856","530,882","924,574"
4/02/2021 13:00,5/02/2021 13:00,"2,163","1,290",62,"1,033,473","37,058","528,189",
5/02/2021 13:00,6/02/2021 13:00,"1,774","3,567",84,"977,345","34,679","499,144","922,983"
6/02/2021 13:00,7/02/2021 13:00,"2,156",423,27,"836,143","30,943","441,935","915,797"
7/02/2021 13:00,8/02/2021 13:00,"1,674",256,34,"698,092","24,868","385,670","910,517"
8/02/2021 13:00,9/02/2021 13:00,"1,296",418,33,"832,417","27,843","449,218","917,995"
9/02/2021 13:00,10/02/2021 13:00,"1,587","1,208",61,"890,942","31,954","470,218","924,662"
10/02/2021 13:00,11/02/2021 13:00,"1,791","1,394",77,"884,826","29,968","465,242","924,712"
11/02/2021 13:00,12/02/2021 13:00,"1,315","1,259",59,"922,770","30,234","478,730","926,024"
12/02/2021 13:00,13/02/2021 13:00,869,"1,029",52,"893,569","28,415","456,892","924,998"
13/02/2021 13:00,14/02/2021 13:00,"1,062",259,13,"733,089","24,709","399,068","916,562"
14/02/2021 13:00,15/02/2021 13:00,"24,713","5,795",860,"1,280,192","112,348","710,488","1,118,638"
15/02/2021 13:00,16/02/2021 13:00,"28,865","7,551",861,"1,501,882","56,841","761,030","1,151,190"
16/02/2021 13:00,17/02/2021 13:00,"15,351","3,774",422,"1,575,279","49,613","784,965","1,132,751"
17/02/2021 13:00,18/02/2021 13:00,"16,312","3,773",352,"1,764,490","52,774","903,383","1,239,074"
18/02/2021 13:00,19/02/2021 13:00,"8,207","2,797",189,"1,855,215","48,600","875,124","1,186,056"
19/02/2021 13:00,20/02/2021 13:00,"4,874","2,332",99,"1,749,013","44,310","811,563","1,184,481"
20/02/2021 13:00,21/02/2021 13:00,"3,631",526,41,"1,403,031","34,417","711,368","1,170,410"
21/02/2021 13:00,22/02/2021 13:00,"3,590",592,51,"1,375,649","35,550","706,568","1,173,617"
22/02/2021 13:00,23/02/2021 13:00,"2,141","2,276",96,"1,354,932","35,832","687,554","1,171,288"
23/02/2021 13:00,24/02/2021 13:00,"3,347","3,657",91,"1,379,498","46,128","704,119","1,287,698"
24/02/2021 13:00,25/02/2021 13:00,"3,183","1,419",92,"1,394,916","40,590","710,571","1,180,357"
25/02/2021 13:00,26/02/2021 13:00,"2,475","1,689",92,"1,398,025","40,336","696,849","1,246,024"
26/02/2021 13:00,27/02/2021 13:00,"2,394","1,170",59,"1,390,579","40,613","691,210","1,228,252"
